iter	Weibull_scale_IR(1.1)	Weibull_scale_IR(1.2)	Weibull_scale_SR(2.1)	Weibull_scale_SR(2.2)	Weibull_scale_ER(3.1)	Weibull_slope_ER(3.1)	Weibull_scale_ER(3.2)	Weibull_slope_ER(3.2)	LnPrior	LnData	LnPosterior
3942	0.178754	0.185844	2.61098	3.07187	2.84821	1.91541	3.16128	1.71702	-1.271388e+001	-1.240236e+002	-1.367374e+002
3943	0.178754	0.194187	2.61098	3.07187	2.84821	1.90963	3.16128	1.71702	-1.271388e+001	-1.245753e+002	-1.372892e+002
3944	0.178754	0.194187	2.61098	3.07187	2.84821	1.90963	3.19713	1.74973	-1.271388e+001	-1.250116e+002	-1.377255e+002
3945	0.178754	0.194187	2.61098	3.07187	2.84821	1.90963	3.19713	1.74973	-1.271388e+001	-1.250116e+002	-1.377255e+002
3946	0.178754	0.194187	2.61098	3.07187	2.64101	1.90963	3.19713	1.74973	-1.271388e+001	-1.234965e+002	-1.362104e+002
3947	0.1606	0.183797	2.53072	3.07187	2.64101	1.90963	3.19713	1.74973	-1.271388e+001	-1.225366e+002	-1.352505e+002
3948	0.16711	0.147608	2.53072	3.07187	2.64101	1.90963	3.19713	1.74973	-1.271388e+001	-1.235423e+002	-1.362562e+002
3949	0.159311	0.147608	2.53072	2.76058	2.64101	1.77197	3.01048	1.74973	-1.271388e+001	-1.241900e+002	-1.369039e+002
3950	0.159311	0.147608	2.88222	2.76058	2.59394	1.98173	3.01048	1.69953	-1.271388e+001	-1.242184e+002	-1.369323e+002
3951	0.173891	0.147608	2.92681	2.76058	2.59394	1.98173	3.1663	1.69953	-1.271388e+001	-1.242660e+002	-1.369799e+002
3952	0.173891	0.147608	2.92681	2.76058	2.59394	1.98173	3.1663	1.69953	-1.271388e+001	-1.242660e+002	-1.369799e+002
3953	0.173891	0.147608	2.92681	2.5666	2.7494	1.67751	3.1663	1.76706	-1.271388e+001	-1.260934e+002	-1.388073e+002
3954	0.172103	0.147608	2.92681	2.27206	2.7494	1.67751	3.1663	1.76706	-1.271388e+001	-1.299605e+002	-1.426744e+002
3955	0.172103	0.160102	2.92681	2.27206	2.7494	1.91024	3.1663	1.58503	-1.271388e+001	-1.293407e+002	-1.420546e+002
3956	0.172103	0.160102	2.52723	2.76451	2.7494	1.65141	3.45866	1.58503	-1.271388e+001	-1.247635e+002	-1.374773e+002
3957	0.172103	0.177881	2.90446	3.02247	3.03025	1.4802	2.97133	1.69556	-1.271388e+001	-1.235686e+002	-1.362825e+002
3958	0.172103	0.177881	2.65297	3.02247	3.44457	1.4802	3.14292	1.69556	-1.271388e+001	-1.240876e+002	-1.368014e+002
3959	0.172103	0.173308	2.65297	3.02247	3.27887	1.4802	3.24746	1.69556	-1.271388e+001	-1.230822e+002	-1.357961e+002
3960	0.182009	0.173308	2.65297	2.76834	3.27887	1.4802	3.24746	1.63802	-1.271388e+001	-1.242514e+002	-1.369653e+002
3961	0.182009	0.173308	2.65297	3.04366	3.27887	1.4802	3.24746	1.63802	-1.271388e+001	-1.235176e+002	-1.362315e+002
3962	0.182009	0.173308	2.65297	3.04366	3.27535	1.4802	3.31482	1.63802	-1.271388e+001	-1.237518e+002	-1.364657e+002
3963	0.178834	0.173308	2.65297	3.04366	3.28884	1.4802	3.20554	1.63802	-1.271388e+001	-1.232916e+002	-1.360055e+002
3964	0.178834	0.173308	2.65297	3.46796	3.28884	1.4802	3.30075	1.68584	-1.271388e+001	-1.251638e+002	-1.378777e+002
3965	0.178834	0.173308	2.61914	3.27429	3.28884	1.4802	3.28786	1.56101	-1.271388e+001	-1.243294e+002	-1.370433e+002
3966	0.178834	0.179643	2.46277	3.27429	3.28884	1.4802	3.48446	1.56101	-1.271388e+001	-1.257102e+002	-1.384241e+002
3967	0.178834	0.178936	2.46277	3.27429	3.0112	1.4802	3.21596	1.72163	-1.271388e+001	-1.248116e+002	-1.375255e+002
3968	0.178834	0.178936	2.46277	3.10764	3.0112	1.57159	3.21596	1.72163	-1.271388e+001	-1.232374e+002	-1.359513e+002
3969	0.160699	0.178936	2.61609	2.93876	3.0112	1.57159	3.0805	1.72163	-1.271388e+001	-1.217347e+002	-1.344486e+002
3970	0.160699	0.178936	2.61609	2.93876	3.0112	1.57159	3.0805	1.72163	-1.271388e+001	-1.217347e+002	-1.344486e+002
3971	0.160699	0.152629	2.71088	2.93876	2.91458	1.57159	3.0805	1.72163	-1.271388e+001	-1.225723e+002	-1.352862e+002
3972	0.160699	0.192733	2.51262	2.88828	2.91458	1.65916	3.0805	1.72163	-1.271388e+001	-1.227157e+002	-1.354296e+002
3973	0.160699	0.192733	2.51262	2.88828	2.91458	1.65916	3.0805	1.72163	-1.271388e+001	-1.227157e+002	-1.354296e+002
3974	0.179287	0.192733	2.51262	2.88828	2.77058	1.65916	3.15719	1.72163	-1.271388e+001	-1.239555e+002	-1.366694e+002
3975	0.179287	0.192733	2.62019	3.31797	2.71778	1.65916	3.07424	1.72163	-1.271388e+001	-1.242972e+002	-1.370111e+002
3976	0.179287	0.192733	2.62019	3.31797	2.7517	1.65916	3.07424	1.72163	-1.271388e+001	-1.239326e+002	-1.366465e+002
3977	0.179287	0.192733	2.62019	3.31797	2.7517	1.65916	3.07424	1.72163	-1.271388e+001	-1.239326e+002	-1.366465e+002
3978	0.180306	0.160437	2.84847	3.31797	2.7517	1.75136	3.08004	1.72163	-1.271388e+001	-1.223851e+002	-1.350990e+002
3979	0.180306	0.190404	2.84847	3.31797	2.83935	1.72398	2.96228	1.72163	-1.271388e+001	-1.232835e+002	-1.359973e+002
3980	0.176726	0.178354	2.83244	3.31797	2.7768	1.72398	3.15813	1.72163	-1.271388e+001	-1.221356e+002	-1.348494e+002
3981	0.176726	0.167577	2.72256	3.31797	3.02178	1.60758	3.15813	1.72163	-1.271388e+001	-1.222254e+002	-1.349393e+002
3982	0.172638	0.167577	2.72256	3.31797	3.02178	1.60758	3.16261	1.72163	-1.271388e+001	-1.220474e+002	-1.347613e+002
3983	0.172638	0.167577	2.63963	2.83051	3.02178	1.51994	3.02804	1.72163	-1.271388e+001	-1.226492e+002	-1.353630e+002
3984	0.153566	0.187724	2.63963	2.8297	3.22616	1.51994	3.02804	1.72163	-1.271388e+001	-1.235711e+002	-1.362849e+002
3985	0.153566	0.158009	2.63963	2.8297	3.07637	1.58216	2.93838	1.72163	-1.271388e+001	-1.232019e+002	-1.359157e+002
3986	0.185475	0.158009	2.74446	3.33293	3.07637	1.58216	3.08367	1.72163	-1.271388e+001	-1.233821e+002	-1.360960e+002
3987	0.185475	0.149042	2.74446	3.59698	3.07637	1.58216	3.20226	1.72163	-1.271388e+001	-1.261968e+002	-1.389107e+002
3988	0.196153	0.177222	2.74446	2.96178	3.27953	1.58216	3.15026	1.72163	-1.271388e+001	-1.253507e+002	-1.380646e+002
3989	0.196153	0.177222	2.74446	2.96178	3.27953	1.58216	3.22423	1.72163	-1.271388e+001	-1.257515e+002	-1.384654e+002
3990	0.196153	0.177222	3.16807	2.96178	3.13827	1.58216	3.23322	1.72163	-1.271388e+001	-1.261673e+002	-1.388812e+002
3991	0.187652	0.160558	2.46637	2.96178	3.1416	1.58216	3.23322	1.54837	-1.271388e+001	-1.251718e+002	-1.378857e+002
3992	0.187652	0.160558	2.47393	2.96178	3.18759	1.58216	3.60209	1.54837	-1.271388e+001	-1.265808e+002	-1.392947e+002
3993	0.165577	0.160558	2.82248	3.3309	3.23844	1.58216	3.60928	1.54837	-1.271388e+001	-1.257430e+002	-1.384569e+002
3994	0.165577	0.160558	2.73184	3.298	2.84479	1.68283	3.54384	1.54837	-1.271388e+001	-1.233919e+002	-1.361058e+002
3995	0.165577	0.181692	2.73184	3.298	2.84479	1.68283	3.54384	1.54837	-1.271388e+001	-1.233807e+002	-1.360946e+002
3996	0.165577	0.181692	2.66432	3.298	2.84479	1.78623	3.54384	1.54837	-1.271388e+001	-1.235036e+002	-1.362175e+002
3997	0.165577	0.181692	3.10596	3.298	2.84479	1.78623	3.56314	1.54837	-1.271388e+001	-1.247971e+002	-1.375109e+002
3998	0.161818	0.181692	3.10596	3.298	2.84479	1.78623	3.42403	1.54837	-1.271388e+001	-1.239545e+002	-1.366684e+002
3999	0.161818	0.181692	3.10596	3.298	2.57551	1.78623	3.42403	1.54837	-1.271388e+001	-1.251959e+002	-1.379098e+002
4000	0.161818	0.181692	3.10596	2.91591	2.70366	1.78623	3.42403	1.54837	-1.271388e+001	-1.236257e+002	-1.363396e+002
4001	0.161818	0.181692	3.10596	2.91591	2.70366	1.78623	3.42403	1.54837	-1.271388e+001	-1.236257e+002	-1.363396e+002
4002	0.161818	0.181692	2.51448	3.13522	2.70366	1.78623	3.36768	1.54837	-1.271388e+001	-1.227507e+002	-1.354646e+002
4003	0.161818	0.181692	2.94655	3.13522	2.74249	1.78623	3.31275	1.54837	-1.271388e+001	-1.224354e+002	-1.351493e+002
4004	0.161818	0.176463	2.56101	3.13522	2.77029	1.78623	3.31275	1.54837	-1.271388e+001	-1.221822e+002	-1.348961e+002
4005	0.161818	0.176463	2.56101	3.13522	2.87016	1.78623	3.54107	1.54837	-1.271388e+001	-1.232910e+002	-1.360049e+002
4006	0.161818	0.176463	2.34914	3.13522	2.76617	1.78623	3.54107	1.54837	-1.271388e+001	-1.243385e+002	-1.370523e+002
4007	0.161818	0.176463	3.03648	3.11749	2.84461	1.78623	3.31571	1.54837	-1.271388e+001	-1.227636e+002	-1.354774e+002
4008	0.161818	0.177236	3.03648	3.11749	2.886	1.78623	3.1561	1.54837	-1.271388e+001	-1.237419e+002	-1.364558e+002
4009	0.161818	0.177236	2.55103	3.11749	2.7053	1.78623	3.1561	1.54837	-1.271388e+001	-1.230878e+002	-1.358017e+002
4010	0.161818	0.177236	2.55103	3.25454	2.7053	1.78623	3.30525	1.60387	-1.271388e+001	-1.222908e+002	-1.350047e+002
4011	0.161818	0.177236	2.47928	3.25454	2.7053	1.81023	3.30525	1.60387	-1.271388e+001	-1.225857e+002	-1.352996e+002
4012	0.161818	0.154852	2.47928	3.25454	2.79414	1.66828	3.22291	1.60387	-1.271388e+001	-1.234484e+002	-1.361623e+002
4013	0.161818	0.154852	3.00812	3.25454	2.79414	1.66828	3.28365	1.55787	-1.271388e+001	-1.237202e+002	-1.364340e+002
4014	0.161818	0.166712	3.00812	3.5046	2.79414	1.66828	3.36101	1.55787	-1.271388e+001	-1.243950e+002	-1.371088e+002
4015	0.161818	0.166712	3.00812	3.5046	2.79414	1.78837	3.36101	1.55787	-1.271388e+001	-1.239618e+002	-1.366757e+002
4016	0.161818	0.166712	3.00812	3.5046	2.79414	1.78837	3.36101	1.55787	-1.271388e+001	-1.239618e+002	-1.366757e+002
4017	0.161818	0.169913	3.00812	3.5046	2.79414	1.78837	3.22344	1.55324	-1.271388e+001	-1.241811e+002	-1.368950e+002
4018	0.161818	0.167013	3.0952	3.19055	2.82988	1.75881	3.1394	1.61251	-1.271388e+001	-1.227642e+002	-1.354781e+002
4019	0.161818	0.191861	2.82292	3.19055	2.81493	1.75881	3.10341	1.61251	-1.271388e+001	-1.227840e+002	-1.354979e+002
4020	0.185235	0.191861	3.16902	3.34327	2.95513	1.75881	3.10341	1.61251	-1.271388e+001	-1.266061e+002	-1.393200e+002
4021	0.185235	0.191861	3.16902	3.34327	2.81282	1.75881	3.10341	1.67134	-1.271388e+001	-1.252000e+002	-1.379139e+002
4022	0.185235	0.161052	2.7099	3.34327	2.81365	1.72296	3.10341	1.67134	-1.271388e+001	-1.229093e+002	-1.356232e+002
4023	0.185235	0.161052	2.7099	3.42836	3.01744	1.72296	3.10341	1.67134	-1.271388e+001	-1.242458e+002	-1.369596e+002
4024	0.185235	0.161052	2.7099	3.00846	3.01744	1.72296	3.10568	1.67134	-1.271388e+001	-1.231215e+002	-1.358354e+002
4025	0.185235	0.161052	2.7099	2.9225	2.75734	1.72296	3.10568	1.67134	-1.271388e+001	-1.225647e+002	-1.352786e+002
4026	0.185235	0.161052	2.7099	2.9225	2.9341	1.91722	2.9817	1.67134	-1.271388e+001	-1.267491e+002	-1.394630e+002
4027	0.185235	0.173545	2.7099	2.86404	2.89868	1.5884	3.16878	1.67134	-1.271388e+001	-1.229382e+002	-1.356521e+002
4028	0.185235	0.173545	2.84411	2.86404	2.89868	1.58483	3.10744	1.67134	-1.271388e+001	-1.231216e+002	-1.358355e+002
4029	0.185235	0.158976	2.84411	3.07863	2.89868	1.58483	3.19893	1.67134	-1.271388e+001	-1.231362e+002	-1.358501e+002
4030	0.185235	0.190163	2.84411	3.07863	2.89977	1.58483	3.19893	1.67134	-1.271388e+001	-1.235771e+002	-1.362910e+002
4031	0.185235	0.178294	2.79078	3.07863	2.89977	1.58483	3.19893	1.67134	-1.271388e+001	-1.228217e+002	-1.355356e+002
4032	0.167634	0.178294	2.79078	3.07863	3.1336	1.58483	3.15109	1.67134	-1.271388e+001	-1.218803e+002	-1.345941e+002
4033	0.167634	0.178294	2.79078	3.07863	3.06481	1.58483	3.21395	1.67134	-1.271388e+001	-1.216689e+002	-1.343828e+002
4034	0.167634	0.178294	2.79078	3.07863	3.06481	1.58483	3.21395	1.67134	-1.271388e+001	-1.216689e+002	-1.343828e+002
4035	0.167634	0.178294	3.26987	2.98696	2.91311	1.58483	3.21395	1.67134	-1.271388e+001	-1.242915e+002	-1.370053e+002
4036	0.167634	0.201888	3.33426	2.98696	2.91311	1.6807	3.18545	1.68377	-1.271388e+001	-1.261048e+002	-1.388187e+002
4037	0.167634	0.212455	3.15472	2.87598	2.91311	1.6807	3.03241	1.68377	-1.271388e+001	-1.265762e+002	-1.392901e+002
4038	0.167634	0.212455	3.15472	2.78085	2.91311	1.65656	3.19862	1.68377	-1.271388e+001	-1.268107e+002	-1.395246e+002
4039	0.167634	0.15806	2.94485	2.78085	2.91311	1.65656	3.19862	1.68377	-1.271388e+001	-1.225431e+002	-1.352570e+002
4040	0.167634	0.15806	2.94485	2.67183	2.96408	1.65656	3.19862	1.75005	-1.271388e+001	-1.236689e+002	-1.363828e+002
4041	0.167634	0.15806	2.94485	2.67183	2.96408	1.65656	2.932	1.75005	-1.271388e+001	-1.234804e+002	-1.361943e+002
4042	0.167634	0.15806	2.94485	2.67183	2.96408	1.65656	2.932	1.75005	-1.271388e+001	-1.234804e+002	-1.361943e+002
4043	0.167634	0.147112	2.94485	2.67183	3.02484	1.53451	2.98956	1.75005	-1.271388e+001	-1.248751e+002	-1.375890e+002
4044	0.170756	0.147112	2.74522	2.38326	2.9403	1.78439	2.98956	1.75005	-1.271388e+001	-1.276837e+002	-1.403976e+002
4045	0.156896	0.169055	2.88617	2.38326	2.9403	1.62275	2.98956	1.85044	-1.271388e+001	-1.259501e+002	-1.386640e+002
4046	0.156896	0.169055	2.39284	3.9597	2.82425	1.74229	2.98956	1.85044	-1.271388e+001	-1.283751e+002	-1.410890e+002
4047	0.156896	0.169055	2.51003	3.54707	2.82425	1.74229	2.98956	1.85044	-1.271388e+001	-1.235411e+002	-1.362549e+002
4048	0.156896	0.164812	2.51003	3.54707	2.82425	1.74229	2.98956	1.85044	-1.271388e+001	-1.236243e+002	-1.363381e+002
4049	0.156896	0.164812	2.51003	3.54707	2.82425	1.74229	2.98956	1.65163	-1.271388e+001	-1.246396e+002	-1.373535e+002
4050	0.156896	0.164812	3.08305	3.34649	2.82425	1.80045	3.1429	1.65163	-1.271388e+001	-1.231475e+002	-1.358614e+002
4051	0.156896	0.159844	2.83736	3.34649	2.82425	1.86992	3.30135	1.72555	-1.271388e+001	-1.241187e+002	-1.368326e+002
4052	0.156896	0.159844	2.83736	3.34649	2.90142	1.86992	3.2405	1.72555	-1.271388e+001	-1.245016e+002	-1.372155e+002
4053	0.156896	0.159844	2.83736	2.98725	2.87345	1.8329	3.19652	1.72555	-1.271388e+001	-1.224930e+002	-1.352068e+002
4054	0.15794	0.158821	2.83736	2.98725	2.70418	1.8329	3.19652	1.71552	-1.271388e+001	-1.216984e+002	-1.344123e+002
4055	0.15794	0.158821	2.83736	2.98725	2.70418	1.8329	3.19652	1.71552	-1.271388e+001	-1.216984e+002	-1.344123e+002
4056	0.15794	0.158821	2.83736	2.98725	2.70418	1.8329	3.10116	1.71552	-1.271388e+001	-1.214238e+002	-1.341377e+002
4057	0.15794	0.158821	2.55225	2.98725	2.55612	1.8329	3.10116	1.71552	-1.271388e+001	-1.228167e+002	-1.355305e+002
4058	0.15794	0.158821	2.55225	3.07609	2.55612	1.8329	3.10116	1.71552	-1.271388e+001	-1.227850e+002	-1.354989e+002
4059	0.167511	0.158821	2.55225	3.07609	2.55775	1.8329	3.17404	1.71552	-1.271388e+001	-1.228657e+002	-1.355796e+002
4060	0.167511	0.195499	2.55225	3.07609	2.39123	1.8329	3.13699	1.71552	-1.271388e+001	-1.270187e+002	-1.397325e+002
4061	0.184985	0.163546	2.53427	3.07609	2.59233	1.90193	2.93758	1.71552	-1.271388e+001	-1.235529e+002	-1.362668e+002
4062	0.165357	0.163546	2.9986	3.07609	2.59233	1.90193	2.85846	1.71552	-1.271388e+001	-1.236489e+002	-1.363628e+002
4063	0.165357	0.163183	2.9986	3.05864	2.59233	1.90193	3.03222	1.77799	-1.271388e+001	-1.219594e+002	-1.346733e+002
4064	0.165357	0.163183	2.9986	3.01011	2.67084	1.78276	2.9397	1.77799	-1.271388e+001	-1.220482e+002	-1.347621e+002
4065	0.165357	0.163183	2.9986	3.01011	2.92082	1.6743	2.89302	1.77799	-1.271388e+001	-1.220410e+002	-1.347549e+002
4066	0.165357	0.163183	3.01211	3.01011	2.92082	1.6743	2.89302	1.77799	-1.271388e+001	-1.221054e+002	-1.348193e+002
4067	0.165357	0.163183	3.01211	2.79081	2.92082	1.8279	2.89302	1.77799	-1.271388e+001	-1.239549e+002	-1.366688e+002
4068	0.170217	0.182287	3.01211	2.79081	2.75468	1.86936	2.89302	1.77799	-1.271388e+001	-1.231860e+002	-1.358999e+002
4069	0.170217	0.182287	3.01211	2.79081	2.75468	1.86115	2.89302	1.77799	-1.271388e+001	-1.231208e+002	-1.358347e+002
4070	0.170217	0.182287	3.01211	2.79081	2.75468	1.86115	2.89302	1.77799	-1.271388e+001	-1.231208e+002	-1.358347e+002
4071	0.170217	0.182287	3.01211	2.79081	2.75468	1.86115	2.89302	1.77799	-1.271388e+001	-1.231208e+002	-1.358347e+002
4072	0.170217	0.131095	3.01211	2.79081	2.75468	1.86115	2.8526	1.76983	-1.271388e+001	-1.275222e+002	-1.402361e+002
4073	0.170217	0.174896	3.01211	2.94583	2.75468	1.86115	2.91972	1.76983	-1.271388e+001	-1.222232e+002	-1.349371e+002
4074	0.170217	0.161534	3.01211	2.94583	2.75468	1.86115	2.78671	1.76983	-1.271388e+001	-1.238917e+002	-1.366056e+002
4075	0.170217	0.161534	3.01211	3.11009	2.57986	1.86115	2.78671	1.76983	-1.271388e+001	-1.242538e+002	-1.369677e+002
4076	0.170217	0.161687	2.82574	3.1208	2.57986	1.77532	2.78671	1.8551	-1.271388e+001	-1.233863e+002	-1.361002e+002
4077	0.170217	0.161687	2.82574	3.1208	2.84031	1.77532	2.89974	1.8551	-1.271388e+001	-1.213305e+002	-1.340444e+002
4078	0.170217	0.161687	2.82574	3.1208	2.84031	1.77532	2.89974	1.8551	-1.271388e+001	-1.213305e+002	-1.340444e+002
4079	0.170217	0.151249	2.82574	3.1208	3.04844	1.77532	2.89974	1.8551	-1.271388e+001	-1.242050e+002	-1.369189e+002
4080	0.170217	0.151249	2.82574	3.1208	3.04844	1.54717	3.02909	1.8551	-1.271388e+001	-1.230545e+002	-1.357684e+002
4081	0.170217	0.177212	2.82574	3.01969	3.11127	1.54717	2.89269	1.8551	-1.271388e+001	-1.218693e+002	-1.345831e+002
4082	0.170217	0.177212	2.79493	3.01969	2.97527	1.54717	2.89666	1.8551	-1.271388e+001	-1.219241e+002	-1.346380e+002
4083	0.170217	0.180111	2.79493	2.8227	2.98974	1.54717	2.89666	1.86636	-1.271388e+001	-1.224500e+002	-1.351639e+002
4084	0.170217	0.180111	2.79493	2.8227	2.98974	1.54717	2.83364	1.86636	-1.271388e+001	-1.226654e+002	-1.353793e+002
4085	0.170217	0.180111	2.79493	2.71607	2.98974	1.54717	2.94654	1.86636	-1.271388e+001	-1.230481e+002	-1.357619e+002
4086	0.170217	0.194103	2.79717	2.71607	2.98974	1.54717	2.94654	1.86636	-1.271388e+001	-1.240160e+002	-1.367298e+002
4087	0.170217	0.194103	2.79717	2.72301	3.08221	1.54717	2.94654	1.86636	-1.271388e+001	-1.238720e+002	-1.365859e+002
4088	0.161637	0.194103	2.79717	2.72301	3.08221	1.54717	2.81523	1.86636	-1.271388e+001	-1.241009e+002	-1.368148e+002
4089	0.175324	0.194103	2.79717	2.98349	2.95212	1.61034	2.9057	1.86636	-1.271388e+001	-1.226895e+002	-1.354034e+002
4090	0.175324	0.194103	2.79717	2.98349	2.95212	1.61034	2.84866	1.86636	-1.271388e+001	-1.228347e+002	-1.355486e+002
4091	0.175324	0.194103	2.59814	2.98349	2.95267	1.64091	2.92677	1.86636	-1.271388e+001	-1.227495e+002	-1.354634e+002
4092	0.169184	0.194103	2.76678	2.98349	3.17365	1.64091	2.92677	2.00307	-1.271388e+001	-1.254641e+002	-1.381780e+002
4093	0.182501	0.213778	2.76678	2.98349	3.17365	1.64091	2.89854	2.00307	-1.271388e+001	-1.284187e+002	-1.411326e+002
4094	0.130193	0.189229	2.76678	2.98349	2.95686	1.64238	2.8511	2.00307	-1.271388e+001	-1.258284e+002	-1.385423e+002
4095	0.130193	0.15263	2.76678	3.18902	2.95686	1.64238	2.80724	2.00307	-1.271388e+001	-1.258302e+002	-1.385441e+002
4096	0.130193	0.162089	2.76678	3.18902	2.82367	1.64238	2.80724	2.00307	-1.271388e+001	-1.255306e+002	-1.382444e+002
4097	0.130193	0.162089	2.76678	3.18902	3.04104	1.68444	2.80724	2.00307	-1.271388e+001	-1.257278e+002	-1.384416e+002
4098	0.191183	0.162089	2.76678	3.18902	2.78326	1.81503	2.73024	2.00307	-1.271388e+001	-1.236656e+002	-1.363795e+002
4099	0.191183	0.162089	3.29484	3.18902	2.69659	1.81503	2.73024	2.00307	-1.271388e+001	-1.263732e+002	-1.390871e+002
4100	0.191183	0.162089	3.29484	3.18902	2.69659	1.81503	2.73024	2.00307	-1.271388e+001	-1.263732e+002	-1.390871e+002
4101	0.166155	0.162089	3.29484	3.18902	2.77147	1.81503	2.73024	2.00307	-1.271388e+001	-1.247193e+002	-1.374331e+002
4102	0.166155	0.162089	2.83552	2.74613	2.77147	1.81503	2.58706	2.00307	-1.271388e+001	-1.242171e+002	-1.369310e+002
4103	0.166155	0.168947	2.83552	3.3641	2.77147	1.81503	2.58706	2.00307	-1.271388e+001	-1.239670e+002	-1.366808e+002
4104	0.179565	0.168947	2.83552	3.00065	2.77147	1.81503	2.58706	2.00307	-1.271388e+001	-1.237329e+002	-1.364468e+002
4105	0.147161	0.168947	2.83552	3.00065	2.79127	1.75164	2.58706	2.00307	-1.271388e+001	-1.238299e+002	-1.365438e+002
4106	0.147161	0.168947	2.59522	3.44878	2.76089	1.74168	2.58706	2.00307	-1.271388e+001	-1.253262e+002	-1.380401e+002
4107	0.147161	0.168947	2.59522	3.03498	2.76089	1.74168	2.58706	2.00307	-1.271388e+001	-1.240725e+002	-1.367864e+002
4108	0.147161	0.168947	2.59522	3.03498	2.76089	1.74168	2.59585	2.00307	-1.271388e+001	-1.239316e+002	-1.366455e+002
4109	0.147161	0.168947	2.77261	3.03498	2.74069	1.74168	2.59585	2.00307	-1.271388e+001	-1.238000e+002	-1.365139e+002
4110	0.147161	0.168947	2.77261	3.02964	2.61461	1.7245	2.59585	2.00307	-1.271388e+001	-1.252677e+002	-1.379816e+002
4111	0.147161	0.149941	2.77261	3.02964	2.61461	1.76118	2.73349	1.73184	-1.271388e+001	-1.273004e+002	-1.400142e+002
4112	0.147161	0.155748	2.77261	3.02964	2.62018	1.92964	2.76964	2.0479	-1.271388e+001	-1.237109e+002	-1.364248e+002
4113	0.149912	0.155748	2.77261	2.8386	2.62018	1.92964	2.73614	2.0479	-1.271388e+001	-1.238123e+002	-1.365262e+002
4114	0.149912	0.155748	2.77261	2.8386	2.52345	1.92964	2.80831	2.0479	-1.271388e+001	-1.246386e+002	-1.373525e+002
4115	0.158538	0.174801	2.77261	2.86733	2.52345	1.8718	2.80831	2.0479	-1.271388e+001	-1.238949e+002	-1.366088e+002
4116	0.158538	0.174801	2.77261	3.55195	2.76749	1.8718	2.80831	2.0479	-1.271388e+001	-1.246957e+002	-1.374096e+002
4117	0.158538	0.174801	2.77261	3.68209	2.76749	1.82187	2.80831	2.0479	-1.271388e+001	-1.254243e+002	-1.381381e+002
4118	0.158538	0.174801	2.91927	3.68209	2.76749	1.82187	2.80831	2.0479	-1.271388e+001	-1.257064e+002	-1.384202e+002
4119	0.158538	0.174801	2.91927	2.85077	2.76749	1.82187	2.6791	2.0479	-1.271388e+001	-1.228166e+002	-1.355304e+002
4120	0.158538	0.174801	2.91927	2.85077	2.90818	1.82187	2.6791	2.0479	-1.271388e+001	-1.238051e+002	-1.365189e+002
4121	0.158538	0.174801	2.91927	3.18259	2.90818	1.82187	2.6791	2.0479	-1.271388e+001	-1.235848e+002	-1.362987e+002
4122	0.158538	0.174801	2.75552	3.1244	2.90818	1.82187	2.6791	2.0479	-1.271388e+001	-1.231979e+002	-1.359117e+002
4123	0.158538	0.174801	2.75552	3.26706	2.80097	1.63888	2.6791	2.0479	-1.271388e+001	-1.231905e+002	-1.359044e+002
4124	0.158538	0.147505	2.75552	3.26706	2.72078	1.63888	2.63905	2.0479	-1.271388e+001	-1.256171e+002	-1.383310e+002
4125	0.158538	0.147505	2.75552	3.15177	2.81575	1.63888	2.63905	2.0479	-1.271388e+001	-1.243833e+002	-1.370972e+002
4126	0.158538	0.144451	3.02637	3.15177	3.09177	1.63972	2.60271	2.0479	-1.271388e+001	-1.260477e+002	-1.387616e+002
4127	0.158538	0.144451	3.02637	3.15177	2.95032	1.63972	2.70243	2.0479	-1.271388e+001	-1.247697e+002	-1.374836e+002
4128	0.158538	0.153088	2.74055	3.15177	2.90005	1.63972	2.73308	2.0479	-1.271388e+001	-1.230566e+002	-1.357705e+002
4129	0.158538	0.153088	2.71527	3.15177	2.90005	1.63972	2.73308	2.0479	-1.271388e+001	-1.230656e+002	-1.357795e+002
4130	0.158538	0.153088	2.71527	3.15177	2.78708	1.63972	2.73308	2.0479	-1.271388e+001	-1.236745e+002	-1.363883e+002
4131	0.164733	0.17921	2.71527	3.61127	3.00345	1.74983	2.73308	2.0479	-1.271388e+001	-1.255711e+002	-1.382850e+002
4132	0.163526	0.17921	2.71527	3.61127	2.96684	1.7059	2.73308	2.0479	-1.271388e+001	-1.247961e+002	-1.375100e+002
4133	0.163526	0.17921	2.71527	3.61127	2.83509	1.7059	2.64149	2.0479	-1.271388e+001	-1.248095e+002	-1.375233e+002
4134	0.163526	0.17921	2.78043	3.85385	2.83509	1.70907	2.64149	2.0479	-1.271388e+001	-1.271472e+002	-1.398611e+002
4135	0.163526	0.17921	3.13833	3.64972	2.87667	1.802	2.64149	2.0479	-1.271388e+001	-1.270130e+002	-1.397269e+002
4136	0.163526	0.183654	2.26185	3.33865	2.77698	1.802	2.64149	2.0479	-1.271388e+001	-1.258477e+002	-1.385616e+002
4137	0.163526	0.183654	2.25719	3.33865	2.74673	1.75783	2.64149	2.0479	-1.271388e+001	-1.259582e+002	-1.386721e+002
4138	0.163526	0.15942	2.25719	3.33865	2.76023	1.84318	2.64149	2.0479	-1.271388e+001	-1.260211e+002	-1.387350e+002
4139	0.163526	0.189452	2.579	3.33865	2.78348	1.84318	2.64149	2.0479	-1.271388e+001	-1.241697e+002	-1.368836e+002
