iter	Weibull_scale_IR(1.1)	Weibull_scale_IR(1.2)	Weibull_scale_SR(2.1)	Weibull_scale_SR(2.2)	Weibull_scale_ER(3.1)	Weibull_slope_ER(3.1)	Weibull_scale_ER(3.2)	Weibull_slope_ER(3.2)	LnPrior	LnData	LnPosterior
0	3.76382	4.5256	4.04831	3.5181	0.520679	5.65829	4.67544	4.84576	-1.271388e+001	-6.006050e+003	-6.018764e+003
1	3.76382	3.69644	3.37205	3.5181	0.490346	1.57873	4.27067	4.84576	-1.271388e+001	-5.310668e+003	-5.323382e+003
2	3.76382	0.212619	3.37205	3.50208	0.490346	1.57873	0.635927	5.15516	-1.271388e+001	-2.235140e+003	-2.247854e+003
3	3.76382	0.212619	3.37205	3.50208	1.40172	3.84626	0.597904	4.83063	-1.271388e+001	-2.056823e+003	-2.069537e+003
4	3.02395	0.212619	3.37205	3.50208	1.40172	3.84626	1.04396	5.58763	-1.271388e+001	-1.679581e+003	-1.692295e+003
5	2.73509	0.212619	3.33395	3.50208	1.40172	5.34795	1.83229	3.74055	-1.271388e+001	-1.423569e+003	-1.436283e+003
6	2.73509	0.212619	3.33395	3.50208	1.40172	5.34795	1.83229	3.66191	-1.271388e+001	-1.422123e+003	-1.434837e+003
7	0.343801	0.212619	3.33395	3.50208	1.40172	5.34795	1.84931	3.66191	-1.271388e+001	-2.461014e+002	-2.588153e+002
8	0.343801	0.212619	2.69389	2.54442	1.40172	5.78446	1.84931	3.66191	-1.271388e+001	-2.448894e+002	-2.576033e+002
9	0.343801	0.212619	2.71447	2.54442	1.40172	5.78808	1.84931	3.66191	-1.271388e+001	-2.448885e+002	-2.576023e+002
10	0.343801	0.212619	2.71447	2.54442	1.40172	5.68835	1.84931	2.98096	-1.271388e+001	-2.401735e+002	-2.528874e+002
11	0.343801	0.212619	2.71447	2.93059	1.40172	5.68835	1.84931	3.18407	-1.271388e+001	-2.373598e+002	-2.500737e+002
12	0.343801	0.212619	2.71447	2.93059	1.40172	5.68835	2.05892	3.18407	-1.271388e+001	-2.318703e+002	-2.445842e+002
13	0.343801	0.212619	2.71447	2.93059	1.40172	5.68835	2.05892	3.18407	-1.271388e+001	-2.318703e+002	-2.445842e+002
14	0.343801	0.212619	2.71447	2.93059	1.40172	5.68835	2.05892	2.83571	-1.271388e+001	-2.273252e+002	-2.400391e+002
15	0.343801	0.212619	2.71447	2.93059	1.40172	5.50383	2.05892	2.83571	-1.271388e+001	-2.268676e+002	-2.395814e+002
16	0.343801	0.212619	2.71447	2.9879	1.40172	5.50383	2.05892	2.86132	-1.271388e+001	-2.268980e+002	-2.396118e+002
17	0.343801	0.212619	2.71447	2.93771	1.40172	5.50383	2.05892	2.94232	-1.271388e+001	-2.275863e+002	-2.403002e+002
18	0.343801	0.212619	2.71447	2.93771	1.40172	5.50383	2.05892	2.84988	-1.271388e+001	-2.269175e+002	-2.396314e+002
19	0.343801	0.212619	2.71447	2.93771	1.40172	5.50383	2.05892	2.84988	-1.271388e+001	-2.269175e+002	-2.396314e+002
20	0.343801	0.212619	2.65123	2.93771	1.40172	5.50383	2.05892	2.84988	-1.271388e+001	-2.269984e+002	-2.397123e+002
21	0.343801	0.212619	2.23115	2.93771	1.40172	5.24328	2.05892	2.84988	-1.271388e+001	-2.298152e+002	-2.425291e+002
22	0.343801	0.212619	2.23115	2.93771	1.40172	5.24328	2.05892	2.84988	-1.271388e+001	-2.298152e+002	-2.425291e+002
23	0.343801	0.212619	2.90319	2.93771	1.40172	5.24328	2.05892	2.84988	-1.271388e+001	-2.270967e+002	-2.398106e+002
24	0.343801	0.212619	2.90319	2.93771	1.40172	5.24328	2.36728	2.59431	-1.271388e+001	-2.218439e+002	-2.345578e+002
25	0.343801	0.212619	3.00755	2.93771	1.40172	5.08081	2.36728	2.25935	-1.271388e+001	-2.198055e+002	-2.325193e+002
26	0.343801	0.212619	2.49652	2.93771	1.40172	5.08081	2.36728	2.25935	-1.271388e+001	-2.198117e+002	-2.325256e+002
27	0.343801	0.212619	2.49652	2.93771	1.40172	5.08081	2.43045	2.25935	-1.271388e+001	-2.186926e+002	-2.314065e+002
28	0.343801	0.212619	2.77661	2.93771	1.40172	5.42625	2.43045	2.25935	-1.271388e+001	-2.177028e+002	-2.304167e+002
29	0.343801	0.212619	2.77661	2.93771	1.40172	5.62487	2.43045	2.20024	-1.271388e+001	-2.181064e+002	-2.308203e+002
30	0.343801	0.212619	2.91036	2.93771	1.40172	5.62487	2.43045	2.37764	-1.271388e+001	-2.189962e+002	-2.317101e+002
31	0.343801	0.212619	3.09142	2.93771	1.40172	5.78375	2.43045	2.46136	-1.271388e+001	-2.215697e+002	-2.342836e+002
32	0.343801	0.212619	3.09142	2.93771	1.40172	5.78375	2.43045	2.46136	-1.271388e+001	-2.215697e+002	-2.342836e+002
33	0.343801	0.212619	3.09142	2.93771	1.40172	5.28975	2.43045	2.42678	-1.271388e+001	-2.201010e+002	-2.328149e+002
34	0.343801	0.212619	2.47687	2.93771	1.40172	5.28975	2.43045	2.42678	-1.271388e+001	-2.197564e+002	-2.324703e+002
35	0.343801	0.212619	2.47687	2.93771	1.40172	5.28975	2.43045	2.30331	-1.271388e+001	-2.185845e+002	-2.312983e+002
36	0.343801	0.212619	2.47687	2.93771	1.40172	5.28975	2.43045	2.30331	-1.271388e+001	-2.185845e+002	-2.312983e+002
37	0.343801	0.212619	2.57568	2.93771	1.40172	5.28975	2.43045	2.30331	-1.271388e+001	-2.181200e+002	-2.308339e+002
38	0.114386	0.212619	2.62815	2.93771	1.40298	5.28975	2.43045	2.30331	-1.271388e+001	-1.764400e+002	-1.891538e+002
39	0.114386	0.212619	2.52534	2.93771	1.40298	5.28975	2.43045	2.30331	-1.271388e+001	-1.768060e+002	-1.895199e+002
40	0.114386	0.212619	3.03091	3.02595	1.40298	5.25953	2.43045	2.03556	-1.271388e+001	-1.784403e+002	-1.911541e+002
41	0.114386	0.212619	3.03091	3.02595	1.40298	5.47703	2.63115	2.03556	-1.271388e+001	-1.745362e+002	-1.872500e+002
42	0.114386	0.212619	3.1284	3.02595	1.40298	5.61817	2.63115	2.03556	-1.271388e+001	-1.754226e+002	-1.881365e+002
43	0.114386	0.212619	3.1284	3.02595	1.40298	5.61817	2.63115	2.13357	-1.271388e+001	-1.757587e+002	-1.884726e+002
44	0.114386	0.212619	3.36465	3.02595	1.40298	5.22489	2.61122	2.13357	-1.271388e+001	-1.774917e+002	-1.902056e+002
45	0.114386	0.212619	2.76496	2.91939	1.40298	5.22489	2.61122	2.06226	-1.271388e+001	-1.740687e+002	-1.867826e+002
46	0.114386	0.212619	2.96561	2.91939	1.40298	4.92336	2.61122	2.06226	-1.271388e+001	-1.753103e+002	-1.880242e+002
47	0.114386	0.212619	2.96561	2.91939	1.40298	5.70448	2.61122	2.06226	-1.271388e+001	-1.751467e+002	-1.878606e+002
48	0.114386	0.212619	3.04364	2.91939	1.40298	5.38427	2.50169	2.06226	-1.271388e+001	-1.764961e+002	-1.892100e+002
49	0.114386	0.212619	3.04364	2.91939	1.40298	5.38427	2.75634	2.06226	-1.271388e+001	-1.744606e+002	-1.871745e+002
50	0.114386	0.212619	2.91906	2.91939	1.40298	5.38427	2.75634	2.06226	-1.271388e+001	-1.739186e+002	-1.866325e+002
51	0.114386	0.212619	2.91906	2.84828	1.40298	5.75604	2.75634	2.06226	-1.271388e+001	-1.750233e+002	-1.877372e+002
52	0.114386	0.152089	2.91906	2.8452	1.40298	5.48074	2.75634	2.06226	-1.271388e+001	-1.715749e+002	-1.842888e+002
53	0.114386	0.152089	2.91906	2.8452	1.40298	5.21521	2.86459	2.06226	-1.271388e+001	-1.725202e+002	-1.852341e+002
54	0.114386	0.152089	2.91906	2.8452	1.40298	5.25987	2.86459	2.06226	-1.271388e+001	-1.724746e+002	-1.851885e+002
55	0.114386	0.151818	2.91906	2.8452	1.40298	5.49997	2.86459	2.06226	-1.271388e+001	-1.726008e+002	-1.853147e+002
56	0.114386	0.151818	2.91906	2.8452	1.40298	5.1811	2.56354	2.06226	-1.271388e+001	-1.725745e+002	-1.852884e+002
57	0.114386	0.151818	2.66942	2.8452	1.40298	5.1811	2.49439	2.06226	-1.271388e+001	-1.735848e+002	-1.862987e+002
58	0.114386	0.151818	2.66942	2.90757	1.40298	5.1811	2.49439	2.10453	-1.271388e+001	-1.730707e+002	-1.857846e+002
59	0.171679	0.151818	2.81025	2.90757	1.40298	5.1811	2.49439	2.10453	-1.271388e+001	-1.663079e+002	-1.790218e+002
60	0.171679	0.157957	2.81025	2.90757	1.40298	5.1811	2.83072	2.10453	-1.271388e+001	-1.654012e+002	-1.781151e+002
61	0.171679	0.178158	2.81025	2.90757	1.4669	5.1811	2.6571	2.10453	-1.271388e+001	-1.646039e+002	-1.773178e+002
62	0.171679	0.155423	2.81025	2.90757	1.4669	4.6707	2.75537	1.87901	-1.271388e+001	-1.623980e+002	-1.751119e+002
63	0.171679	0.169037	2.81025	2.90757	1.4669	4.6707	2.72731	1.87901	-1.271388e+001	-1.621441e+002	-1.748580e+002
64	0.171679	0.169037	2.81025	2.90757	1.47794	4.80338	2.72731	1.72738	-1.271388e+001	-1.648544e+002	-1.775683e+002
65	0.171679	0.169037	2.81025	2.90757	1.47794	4.80338	2.72731	1.72738	-1.271388e+001	-1.648544e+002	-1.775683e+002
66	0.171679	0.169037	2.81025	3.02246	1.47794	4.80338	3.16549	1.72738	-1.271388e+001	-1.610699e+002	-1.737838e+002
67	0.171679	0.169037	2.81025	3.31146	1.47794	4.80338	2.97623	1.72738	-1.271388e+001	-1.617292e+002	-1.744430e+002
68	0.171679	0.169037	2.81025	3.16917	1.47814	4.64518	2.90032	1.72738	-1.271388e+001	-1.614808e+002	-1.741947e+002
69	0.171679	0.169037	2.81025	3.16917	1.47814	4.23388	2.90032	1.72738	-1.271388e+001	-1.617345e+002	-1.744483e+002
70	0.157436	0.169037	2.81025	3.16164	1.49349	4.23388	2.90032	1.90552	-1.271388e+001	-1.600543e+002	-1.727681e+002
71	0.157436	0.199716	2.66148	3.16164	1.54385	4.26496	2.90032	1.90552	-1.271388e+001	-1.596664e+002	-1.723803e+002
72	0.157436	0.168701	2.66148	3.00516	1.54385	4.26496	2.90032	1.90552	-1.271388e+001	-1.578465e+002	-1.705604e+002
73	0.157436	0.168701	2.66148	3.00516	1.60029	3.48265	2.78861	1.90552	-1.271388e+001	-1.535925e+002	-1.663063e+002
74	0.157436	0.200779	2.66148	3.00516	1.79226	3.46251	2.78861	1.90552	-1.271388e+001	-1.456814e+002	-1.583953e+002
75	0.157436	0.200779	2.66148	3.00516	1.79226	3.46251	2.79157	1.90552	-1.271388e+001	-1.456635e+002	-1.583773e+002
76	0.157436	0.189382	2.66148	3.00516	1.79226	3.51237	2.79157	1.90552	-1.271388e+001	-1.452840e+002	-1.579979e+002
77	0.157436	0.192734	2.66148	3.00516	1.79226	3.51237	2.79157	2.01715	-1.271388e+001	-1.460427e+002	-1.587566e+002
78	0.157436	0.192734	2.66148	3.00516	1.79226	2.33246	2.79157	2.01715	-1.271388e+001	-1.490684e+002	-1.617823e+002
79	0.157436	0.18475	2.66148	3.00516	2.31858	2.33246	2.80179	1.87551	-1.271388e+001	-1.256939e+002	-1.384077e+002
80	0.157436	0.18475	2.66148	3.00516	2.31858	2.33246	2.80179	1.87551	-1.271388e+001	-1.256939e+002	-1.384077e+002
81	0.157436	0.157446	2.66148	3.00516	2.31858	2.33246	3.00407	1.87551	-1.271388e+001	-1.257195e+002	-1.384334e+002
82	0.157436	0.157446	2.66148	3.00516	2.31858	2.05577	3.00407	1.87551	-1.271388e+001	-1.253311e+002	-1.380450e+002
83	0.157436	0.157446	2.70121	3.06081	2.38899	2.05577	2.70103	1.87551	-1.271388e+001	-1.251390e+002	-1.378529e+002
84	0.157436	0.157446	2.70121	3.06081	2.38899	2.05577	2.93862	1.87551	-1.271388e+001	-1.236720e+002	-1.363859e+002
85	0.157436	0.187994	2.70121	3.06081	2.38899	2.05577	2.93862	1.87551	-1.271388e+001	-1.238547e+002	-1.365686e+002
86	0.157436	0.183257	2.59729	2.92943	2.38899	2.05577	3.06683	1.87551	-1.271388e+001	-1.247865e+002	-1.375004e+002
87	0.157485	0.158345	2.59729	2.92943	2.38071	2.05577	3.06683	1.87551	-1.271388e+001	-1.249644e+002	-1.376783e+002
88	0.157485	0.158345	2.99626	2.79625	2.38071	2.07258	3.06683	1.87551	-1.271388e+001	-1.257426e+002	-1.384564e+002
89	0.157485	0.175018	2.99626	2.79625	2.38071	2.07258	2.8881	1.87551	-1.271388e+001	-1.244549e+002	-1.371688e+002
90	0.157485	0.157952	2.95598	2.92632	2.38071	2.07258	2.8881	1.87551	-1.271388e+001	-1.242094e+002	-1.369233e+002
91	0.157485	0.157564	2.85134	2.92632	2.38071	2.07258	2.8881	1.87551	-1.271388e+001	-1.239223e+002	-1.366361e+002
92	0.157485	0.157564	2.85134	2.92632	2.38071	2.07258	2.8881	1.87551	-1.271388e+001	-1.239223e+002	-1.366361e+002
93	0.157485	0.157564	2.85134	3.76547	2.38071	2.26636	2.84801	1.87551	-1.271388e+001	-1.286068e+002	-1.413207e+002
94	0.157485	0.157564	2.85134	3.47623	2.38071	2.26636	2.84801	1.87551	-1.271388e+001	-1.262018e+002	-1.389157e+002
95	0.157485	0.157564	2.64938	3.47623	2.38071	2.26636	2.84801	1.96774	-1.271388e+001	-1.265960e+002	-1.393099e+002
96	0.157485	0.162124	2.9728	3.47623	2.36538	2.26636	2.74382	2.0129	-1.271388e+001	-1.269524e+002	-1.396663e+002
97	0.157485	0.162124	2.51198	3.50664	2.31354	2.26636	2.74382	2.02391	-1.271388e+001	-1.274933e+002	-1.402072e+002
98	0.177434	0.162124	2.51198	3.50664	2.31354	2.24895	2.74382	2.02391	-1.271388e+001	-1.277036e+002	-1.404175e+002
99	0.177434	0.159505	2.51198	3.50664	2.28117	2.24895	2.74382	2.09979	-1.271388e+001	-1.290119e+002	-1.417258e+002
100	0.177434	0.159505	2.51198	3.25842	2.28117	2.24895	2.74382	2.09979	-1.271388e+001	-1.277327e+002	-1.404466e+002
101	0.177434	0.159505	2.48926	3.25842	2.28117	2.24895	2.50015	2.07376	-1.271388e+001	-1.293823e+002	-1.420962e+002
102	0.177434	0.159505	2.48926	3.73004	2.24109	2.24895	2.50015	2.07376	-1.271388e+001	-1.331401e+002	-1.458540e+002
103	0.177434	0.159505	2.48832	3.73004	2.31851	2.24895	2.50015	2.13643	-1.271388e+001	-1.318035e+002	-1.445174e+002
104	0.177434	0.159505	2.52958	3.73004	2.43881	1.88598	2.50015	2.06985	-1.271388e+001	-1.313522e+002	-1.440661e+002
105	0.177434	0.159505	2.77498	3.61083	2.43881	2.22334	2.50015	2.34292	-1.271388e+001	-1.308778e+002	-1.435917e+002
106	0.177434	0.164677	2.63305	2.99022	2.43881	2.22334	2.50015	2.34292	-1.271388e+001	-1.283885e+002	-1.411024e+002
107	0.177434	0.164677	2.63305	2.70208	2.43881	2.22334	2.50015	2.25524	-1.271388e+001	-1.285411e+002	-1.412550e+002
108	0.163245	0.164677	2.90198	2.69667	2.44326	2.22334	2.50015	2.08093	-1.271388e+001	-1.283186e+002	-1.410325e+002
109	0.163245	0.164677	2.88449	3.3507	2.44326	2.1188	2.50015	2.08093	-1.271388e+001	-1.267828e+002	-1.394967e+002
110	0.163245	0.164677	2.60707	3.3507	2.45808	2.16521	2.50015	2.35168	-1.271388e+001	-1.282329e+002	-1.409468e+002
111	0.163245	0.164677	2.71342	3.3507	2.45808	2.16521	2.50015	2.35168	-1.271388e+001	-1.280463e+002	-1.407602e+002
112	0.163245	0.164677	2.71342	3.3507	2.4022	2.16521	2.5392	1.9708	-1.271388e+001	-1.273412e+002	-1.400551e+002
113	0.163245	0.177185	2.9221	3.40829	2.52807	2.16521	2.5392	2.13784	-1.271388e+001	-1.271961e+002	-1.399099e+002
114	0.163245	0.177185	2.96617	2.91777	2.56384	2.16521	2.5392	2.13784	-1.271388e+001	-1.269262e+002	-1.396401e+002
115	0.15488	0.177185	2.83414	3.01817	2.56384	2.16521	2.80831	2.14388	-1.271388e+001	-1.275669e+002	-1.402808e+002
116	0.15488	0.177185	2.68914	2.99233	2.53099	2.16521	2.45879	2.14388	-1.271388e+001	-1.273796e+002	-1.400934e+002
117	0.171493	0.177185	2.80651	3.0142	2.49279	2.16521	2.45879	2.14388	-1.271388e+001	-1.269706e+002	-1.396845e+002
118	0.171493	0.177185	2.80651	3.0142	2.49279	2.16521	2.45879	2.14388	-1.271388e+001	-1.269706e+002	-1.396845e+002
119	0.171493	0.177185	2.80651	2.80011	2.4987	2.16521	2.45879	2.17245	-1.271388e+001	-1.274516e+002	-1.401655e+002
120	0.171493	0.177185	2.75307	2.80011	2.40927	2.16521	2.45879	2.4065	-1.271388e+001	-1.287099e+002	-1.414238e+002
121	0.171493	0.159899	2.75307	2.80011	2.48679	1.84342	2.45879	2.4065	-1.271388e+001	-1.289115e+002	-1.416254e+002
122	0.156137	0.159899	2.56546	2.80011	2.48679	1.95688	2.45879	2.1507	-1.271388e+001	-1.269983e+002	-1.397122e+002
123	0.156137	0.159899	2.57326	2.80011	2.48679	1.95688	2.45879	2.1507	-1.271388e+001	-1.269693e+002	-1.396832e+002
124	0.156137	0.159899	2.57326	2.8647	2.48679	1.95688	2.45879	2.1507	-1.271388e+001	-1.267079e+002	-1.394217e+002
125	0.156137	0.159899	2.57633	2.8647	2.48679	1.95688	2.7879	2.1507	-1.271388e+001	-1.263402e+002	-1.390540e+002
126	0.156137	0.159899	2.57633	3.36989	2.45895	2.07563	2.7879	2.1507	-1.271388e+001	-1.270886e+002	-1.398025e+002
127	0.156137	0.159899	2.57633	3.36989	2.45895	2.07563	2.7879	2.1507	-1.271388e+001	-1.270886e+002	-1.398025e+002
128	0.159259	0.159899	2.93822	3.27292	2.45895	2.0098	2.7879	2.06136	-1.271388e+001	-1.247765e+002	-1.374903e+002
129	0.159259	0.159899	2.91964	3.27292	2.49544	2.0098	2.7879	1.93375	-1.271388e+001	-1.234004e+002	-1.361143e+002
130	0.159259	0.159899	2.69905	3.27292	2.49544	2.0098	2.7879	1.93375	-1.271388e+001	-1.231318e+002	-1.358456e+002
131	0.159259	0.159899	2.69905	3.11602	2.51318	2.0098	2.7879	1.93375	-1.271388e+001	-1.226642e+002	-1.353781e+002
132	0.159259	0.159899	2.60936	3.11304	2.51318	2.0098	2.91005	1.93375	-1.271388e+001	-1.229192e+002	-1.356331e+002
133	0.159259	0.159899	2.38226	3.00086	2.51318	2.0098	2.91005	1.93375	-1.271388e+001	-1.241445e+002	-1.368584e+002
134	0.159259	0.159899	2.26028	3.01827	2.46974	2.0098	2.91005	1.93375	-1.271388e+001	-1.256204e+002	-1.383342e+002
135	0.159259	0.159899	2.26028	3.10164	2.59248	2.0098	2.91005	1.93375	-1.271388e+001	-1.252561e+002	-1.379700e+002
136	0.140284	0.159899	2.48046	2.88747	2.59394	2.0098	2.91005	1.93375	-1.271388e+001	-1.250016e+002	-1.377155e+002
137	0.140284	0.165081	2.91207	3.27963	2.59394	2.0098	2.91005	1.91129	-1.271388e+001	-1.242781e+002	-1.369920e+002
138	0.140284	0.157252	3.04775	2.82184	2.48138	2.0098	2.91005	1.7379	-1.271388e+001	-1.259125e+002	-1.386264e+002
139	0.140284	0.173415	3.04775	2.82184	2.42954	2.0098	2.91005	1.7379	-1.271388e+001	-1.260058e+002	-1.387197e+002
140	0.140284	0.173415	3.12571	2.82184	2.42954	2.0098	3.02715	1.7379	-1.271388e+001	-1.257927e+002	-1.385066e+002
141	0.140284	0.184815	2.78756	3.49161	2.41547	2.0098	3.02715	1.7379	-1.271388e+001	-1.261356e+002	-1.388495e+002
142	0.140284	0.184815	2.83842	2.95659	2.50838	2.0098	3.02715	1.7379	-1.271388e+001	-1.238377e+002	-1.365515e+002
143	0.140284	0.184815	2.83842	2.97048	2.61433	1.88093	3.02715	1.66857	-1.271388e+001	-1.237662e+002	-1.364801e+002
144	0.140284	0.178787	2.83842	2.97048	2.52197	1.88093	3.02715	1.9228	-1.271388e+001	-1.251980e+002	-1.379119e+002
145	0.140284	0.178787	2.68149	3.17334	2.52197	1.88093	3.02715	1.9228	-1.271388e+001	-1.252211e+002	-1.379350e+002
146	0.140284	0.178787	2.76843	2.83834	2.52197	1.88093	3.02715	1.9228	-1.271388e+001	-1.254716e+002	-1.381855e+002
147	0.150597	0.178787	2.65905	2.83834	2.72121	1.88093	3.02715	1.9228	-1.271388e+001	-1.236025e+002	-1.363164e+002
148	0.150597	0.178787	2.40469	2.83834	2.72121	1.88093	3.02715	1.71335	-1.271388e+001	-1.234442e+002	-1.361581e+002
149	0.150597	0.178787	2.40469	3.27622	2.64752	1.88093	3.02715	1.89113	-1.271388e+001	-1.241775e+002	-1.368913e+002
150	0.150597	0.178787	2.41236	3.27622	2.64752	1.88093	3.02715	1.89113	-1.271388e+001	-1.241199e+002	-1.368338e+002
151	0.150597	0.178432	2.41236	3.12552	2.77863	1.88093	3.02715	1.89113	-1.271388e+001	-1.240811e+002	-1.367950e+002
152	0.150597	0.178432	2.58273	3.22266	2.77863	1.88093	2.83659	1.89113	-1.271388e+001	-1.227279e+002	-1.354418e+002
153	0.175948	0.156565	2.58273	3.22266	2.76232	1.88093	2.83659	1.70065	-1.271388e+001	-1.248755e+002	-1.375894e+002
154	0.175948	0.156565	2.67518	3.22266	2.65053	1.88093	3.06156	1.79992	-1.271388e+001	-1.222617e+002	-1.349756e+002
155	0.175948	0.154395	2.44859	3.45595	2.58627	1.88093	3.06156	1.76198	-1.271388e+001	-1.245346e+002	-1.372485e+002
156	0.175948	0.154395	2.62085	3.45595	2.52954	1.88093	3.11312	1.6844	-1.271388e+001	-1.244550e+002	-1.371689e+002
157	0.180597	0.154395	2.75415	3.45595	2.67018	1.88093	3.45459	1.55975	-1.271388e+001	-1.247725e+002	-1.374863e+002
158	0.180597	0.154395	2.50349	3.02358	2.66084	1.88093	3.45459	1.55975	-1.271388e+001	-1.241043e+002	-1.368182e+002
159	0.180597	0.154395	2.50349	3.02358	2.66084	1.88093	3.45459	1.55975	-1.271388e+001	-1.241043e+002	-1.368182e+002
160	0.180597	0.154395	2.68311	3.02358	2.66084	1.88093	3.45459	1.55975	-1.271388e+001	-1.235282e+002	-1.362421e+002
161	0.169163	0.178083	2.68311	3.02358	2.64364	1.88093	3.45459	1.55975	-1.271388e+001	-1.224418e+002	-1.351556e+002
162	0.169163	0.178083	2.52109	3.02358	2.64364	1.88093	3.45459	1.55975	-1.271388e+001	-1.229296e+002	-1.356435e+002
163	0.165262	0.209825	2.52109	2.82511	2.64364	1.88093	3.56175	1.55975	-1.271388e+001	-1.271364e+002	-1.398503e+002
164	0.165262	0.211537	2.52109	2.82511	2.64364	1.75461	3.56175	1.55975	-1.271388e+001	-1.280112e+002	-1.407251e+002
165	0.169792	0.161705	2.52109	2.82511	2.75824	1.75461	3.39117	1.55975	-1.271388e+001	-1.230151e+002	-1.357290e+002
166	0.169792	0.161705	2.52109	2.82511	2.75824	2.04808	3.37548	1.55975	-1.271388e+001	-1.265327e+002	-1.392466e+002
167	0.169792	0.160568	2.74783	2.82511	2.75824	1.65777	3.35322	1.55975	-1.271388e+001	-1.232598e+002	-1.359737e+002
168	0.14654	0.160568	2.74783	2.82511	2.92761	1.65777	3.29325	1.55975	-1.271388e+001	-1.232164e+002	-1.359303e+002
169	0.14654	0.160568	2.48404	2.82511	2.92761	1.65777	3.29325	1.55975	-1.271388e+001	-1.239380e+002	-1.366518e+002
170	0.14654	0.160568	2.48404	2.82511	2.80481	1.65777	3.29325	1.55975	-1.271388e+001	-1.243015e+002	-1.370154e+002
171	0.14654	0.167741	2.71366	2.82511	2.80481	1.65777	3.41113	1.55975	-1.271388e+001	-1.235043e+002	-1.362182e+002
172	0.14654	0.167741	2.71366	2.82511	2.9368	1.57398	3.41113	1.55975	-1.271388e+001	-1.237193e+002	-1.364332e+002
173	0.170073	0.167741	2.71366	3.17459	3.19696	1.42101	3.41113	1.55975	-1.271388e+001	-1.240438e+002	-1.367577e+002
174	0.170073	0.167741	2.71366	3.17459	3.12133	1.42101	3.5049	1.55975	-1.271388e+001	-1.248029e+002	-1.375168e+002
175	0.176355	0.167741	2.71366	3.17459	3.12133	1.42101	3.48718	1.55975	-1.271388e+001	-1.249388e+002	-1.376527e+002
176	0.148899	0.168684	2.71366	3.17459	3.12133	1.71611	3.40147	1.66609	-1.271388e+001	-1.251568e+002	-1.378707e+002
177	0.162685	0.1629	2.71366	2.97154	2.86336	1.71611	3.19326	1.66609	-1.271388e+001	-1.211573e+002	-1.338712e+002
178	0.162685	0.1629	2.71366	2.97154	2.86336	1.71611	3.19326	1.66609	-1.271388e+001	-1.211573e+002	-1.338712e+002
179	0.162685	0.1629	2.75984	3.29135	2.7942	1.71611	3.19326	1.66609	-1.271388e+001	-1.216558e+002	-1.343697e+002
180	0.162685	0.1629	2.75984	3.29135	2.90615	1.71611	3.31312	1.66609	-1.271388e+001	-1.221902e+002	-1.349040e+002
181	0.162685	0.1629	2.75984	3.29135	2.90615	1.75153	3.31312	1.49071	-1.271388e+001	-1.234854e+002	-1.361993e+002
182	0.145593	0.1629	2.75984	3.29135	2.90615	1.46211	3.31312	1.55567	-1.271388e+001	-1.261658e+002	-1.388797e+002
183	0.150358	0.1629	2.75984	3.40264	2.90615	1.46211	3.20798	1.55567	-1.271388e+001	-1.265931e+002	-1.393070e+002
184	0.150358	0.1629	2.75984	3.40264	2.90615	1.46211	3.39426	1.55567	-1.271388e+001	-1.263794e+002	-1.390932e+002
185	0.150358	0.1629	2.75984	3.40264	2.90615	1.46211	3.47241	1.55567	-1.271388e+001	-1.267161e+002	-1.394300e+002
186	0.150358	0.1629	2.65873	3.40264	2.90615	1.86546	3.30844	1.55567	-1.271388e+001	-1.251494e+002	-1.378633e+002
187	0.173122	0.1629	2.65873	3.40264	2.90615	1.86546	3.30844	1.55567	-1.271388e+001	-1.248712e+002	-1.375851e+002
188	0.174885	0.1629	2.65873	3.32965	2.79966	1.70008	3.30844	1.55567	-1.271388e+001	-1.229152e+002	-1.356291e+002
189	0.174885	0.181828	2.64648	3.32965	2.75215	1.76626	3.28243	1.55567	-1.271388e+001	-1.229564e+002	-1.356703e+002
190	0.174885	0.195983	2.64648	2.64298	2.75215	1.76626	3.28243	1.55567	-1.271388e+001	-1.249735e+002	-1.376874e+002
191	0.174885	0.195983	2.64648	2.58622	2.88391	1.76626	3.21304	1.55567	-1.271388e+001	-1.258958e+002	-1.386097e+002
192	0.173669	0.195983	2.60836	3.11724	2.88391	1.76626	3.21304	1.72298	-1.271388e+001	-1.231988e+002	-1.359126e+002
193	0.173669	0.156714	2.84898	3.11724	2.81224	1.8096	3.21304	1.72298	-1.271388e+001	-1.222002e+002	-1.349141e+002
194	0.173669	0.149571	2.58768	3.11724	2.61829	1.8096	2.96856	1.72298	-1.271388e+001	-1.234571e+002	-1.361710e+002
195	0.173669	0.149571	2.73161	3.11724	2.66858	1.8096	2.96856	1.72298	-1.271388e+001	-1.228082e+002	-1.355220e+002
196	0.169315	0.149571	2.9047	3.11724	2.66858	1.82595	3.21247	1.72298	-1.271388e+001	-1.228867e+002	-1.356006e+002
197	0.169315	0.149571	2.56445	3.11724	2.6811	1.90528	3.24354	1.50623	-1.271388e+001	-1.245913e+002	-1.373052e+002
198	0.169315	0.149571	2.56445	3.11724	2.6811	1.90528	3.63608	1.50623	-1.271388e+001	-1.250041e+002	-1.377180e+002
199	0.169315	0.149571	2.56445	3.11724	2.74453	1.86957	3.4963	1.50623	-1.271388e+001	-1.241512e+002	-1.368650e+002
